,L19,L18,L17,L16,L15,L14,L13,L12,L11,L10,L9,L8,L7,L6,L5,L4,L3,L2,L1,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,pred_3
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,4,5,5,8,3,7,4,7,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.741624365
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,8,5,1,4,4,5,5,8,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.645351399
13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,8,3,7,4,7,2,5,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.822680512
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,5,1,1,4,4,5,3,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.656611393
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,7,4,1,1,4,4,5,5,8,3,7,4,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.838869724
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,6,5,1,4,4,5,5,5,3,7,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.690153271
17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,7,7,4,4,5,5,8,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.532780213
18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,1,4,2,8,3,8,1,7,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.49170974
19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,6,1,5,1,4,6,5,5,8,2,7,4,7,8,5,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.778764023
20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,8,6,7,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.517770819
21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,5,4,8,3,7,1,7,4,5,8,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.739440571
22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,8,1,1,4,4,5,5,8,3,7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.631743469
23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,1,5,7,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.625765366
24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,5,2,4,4,5,5,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.581061201
25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,1,1,6,4,5,5,1,3,5,1,7,2,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.922333646
26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,3,4,2,5,8,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.290060869
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.351000868
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,7,1,5,1,4,4,5,5,1,3,7,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.867750743
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,4,4,5,5,1,3,7,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.80685571
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,3,7,1,5,1,4,4,5,5,1,3,7,4,7,5,5,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.914522461
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,5,5,1,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.537760448
32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,1,3,7,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.729467962
33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,4,4,5,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.702689398
34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,1,3,7,4,7,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.773513965
35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,5,1,4,4,5,5,1,3,7,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.776436931
36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,4,4,5,5,1,3,7,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.772843706
37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,5,5,1,3,7,4,7,5,5,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.832303048
38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,3,7,1,5,1,4,4,5,5,1,3,7,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.841788756
39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,5,1,4,4,5,5,1,3,7,4,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.832334975
40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,5,5,1,3,7,4,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.775331284
41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,4,4,5,5,1,3,7,4,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.829103044
42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,3,7,1,5,1,4,4,5,5,1,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.69083952
43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,7,8,5,1,4,4,5,5,1,3,7,4,7,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.849519098
44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,4,4,5,5,1,3,7,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.765421893
45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,5,5,4,4,5,5,1,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.56937281
46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,4,5,8,5,1,4,4,5,5,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.746605725
47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,7,1,1,1,4,4,5,5,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.771533896
48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,5,5,6,4,5,5,1,3,7,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.879625826
49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,5,1,1,1,4,4,5,5,1,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.61415512
50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,8,5,1,4,4,5,5,8,3,7,4,7,2,5,8,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.875079418
51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,4,5,5,1,3,5,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.957506383
52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,8,1,1,5,4,4,5,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.66881829
53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,4,4,5,5,3,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.410767717
54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,3,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.321621928
55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,4,5,5,3,3,7,1,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.453347574
56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,1,4,4,5,5,3,3,7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.439645558
57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,1,4,4,5,5,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.484655578
58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,5,5,5,1,4,4,5,5,3,3,7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.435121915
59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,3,3,7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.341538359
60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.248008673
61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,4,5,5,3,3,7,1,1,5,5,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.593443587
62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,3,5,5,5,1,4,4,5,5,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.478741981
63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,4,4,5,5,3,3,7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.43092532
64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,1,4,4,5,5,3,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.420463892
65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,3,5,5,5,1,4,4,5,5,3,3,7,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.449678746
66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,3,3,7,1,1,5,5,8,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.579484026
67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,5,5,3,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.343781851
68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,1,4,4,5,5,3,3,7,1,1,5,5,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.693232014
69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,5,1,4,4,5,5,3,3,7,1,1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.48705874
70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,3,3,7,1,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.410182874
71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,4,5,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.337395443
72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,3,3,7,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.37196674
73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,8,5,1,4,4,5,5,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.598535211
74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,5,1,4,4,5,5,3,3,7,1,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.498037072
75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,5,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.266010984
76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,3,3,7,4,7,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.560943893
77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,3,5,5,1,1,4,4,5,5,8,3,7,1,7,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.652209687
78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,3,7,8,5,1,4,4,5,5,1,3,7,4,7,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.918645355
79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,4,4,5,5,1,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.630625979
80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,4,5,5,1,3,7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.631856603
81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,5,5,1,3,7,1,7,5,5,8,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.774610024
82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,1,3,7,1,7,5,5,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75078972
83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,5,5,1,3,7,1,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.661041876
84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,4,5,5,1,3,7,1,7,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.728487544
85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,5,1,4,4,5,5,1,3,7,1,7,5,5,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.831753906
86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,5,5,1,3,7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.567186175
87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,1,5,1,4,4,5,5,1,3,7,1,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.720375092
88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,4,5,5,1,3,7,1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.683116378
89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,3,7,1,5,1,4,4,5,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.909623895
90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,5,1,4,4,5,5,1,3,7,1,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.738177759
91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,7,1,5,1,4,4,5,5,1,3,7,1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.781595087
92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,4,4,5,5,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.880753765
93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,7,1,5,1,4,4,5,5,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.970747897
94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,4,4,5,5,1,3,7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.657956525
95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,7,1,5,1,4,4,5,5,1,3,7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.748794161
96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,1,3,7,1,7,5,5,8,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.764269031
97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,3,7,8,1,1,4,4,5,5,1,3,7,1,7,5,5,8,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.849995834
98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,4,4,5,5,1,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.572249141
99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,4,4,5,5,1,3,7,1,7,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.748869993
100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,5,1,4,4,5,5,1,3,7,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.770304832
101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,1,4,4,5,5,1,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.587717755
102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,5,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.436700206
103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,5,5,5,4,4,5,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.777412162
104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,6,4,5,5,3,3,7,1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.456072472
105,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,4,5,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.62716158
106,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,5,5,1,3,7,1,7,5,5,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.761285219
107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,4,5,5,1,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.60300613
108,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,8,1,5,1,4,4,5,5,1,3,7,1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.749962997
109,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,5,5,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.708284022
110,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,5,1,4,4,5,5,1,3,7,1,7,5,5,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.814094006
111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,1,5,1,4,4,5,5,1,3,7,1,7,5,5,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.836276091
112,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,3,8,1,5,1,4,4,5,5,1,3,7,1,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.773500989
113,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,8,1,5,1,4,4,5,5,1,3,7,1,7,5,5,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.782382881
114,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,8,1,5,1,4,4,5,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.829371676
115,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,5,1,4,4,5,5,1,3,7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.66345167
116,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,5,5,1,3,7,1,7,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.827406309
117,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,8,1,5,1,4,4,5,5,1,3,7,1,7,2,5,8,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.898732165
118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,4,4,5,5,1,3,7,1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.706837185
119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,8,1,5,1,4,4,5,5,1,3,7,1,7,5,5,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.837183929
120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,4,5,5,1,3,7,1,7,5,5,8,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.815626442
121,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,1,3,7,1,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.634233726
122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,4,5,5,1,3,7,1,7,2,5,8,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.87397792
123,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,5,1,4,4,5,5,1,3,7,1,1,5,5,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.802332799
124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,3,8,1,5,1,4,4,5,5,1,3,7,4,7,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.867425243
